libelle_region,Classe_DPE,Nombre_logements
Grand Est,C,20.0
Grand Est,C,28.0
Grand Est,C,2.0
Grand Est,C,1.0
Grand Est,C,5.0
Grand Est,C,36.0
Grand Est,C,3.0
Grand Est,C,1.0
Grand Est,C,3.0
Grand Est,C,2.0
Grand Est,C,3.0
Grand Est,C,3.0
Grand Est,C,3.0
Grand Est,C,23.0
Grand Est,C,0.0
Grand Est,C,3.0
Grand Est,C,6.0
Grand Est,C,22.0
Grand Est,C,3.0
Grand Est,C,1.0
Grand Est,C,9.0
Grand Est,C,1.0
Grand Est,C,2.0
Grand Est,C,3.0
Grand Est,C,6.0
Grand Est,C,4.0
Grand Est,C,1.0
Grand Est,C,2.0
Grand Est,C,2.0
Grand Est,C,4.0
Grand Est,C,1.0
Grand Est,C,1.0
Grand Est,C,1.0
Grand Est,C,1.0
Grand Est,C,2.0
Grand Est,C,6.0
Grand Est,C,1.0
Grand Est,C,3.0
Bretagne,C,14.0
Bretagne,C,0.0
Bretagne,C,5.0
Bretagne,C,7.0
Bretagne,C,0.0
Bretagne,C,0.0
Bretagne,C,7.0
Bretagne,C,7.0
Bretagne,C,0.0
Bretagne,C,1.0
Bretagne,C,0.0
Bretagne,C,188.0
Bretagne,C,1.0
Bretagne,C,1.0
Bretagne,C,0.0
Bretagne,C,8.0
Bretagne,C,0.0
Bretagne,C,0.0
Bretagne,C,2.0
Bretagne,C,20.0
Bretagne,C,3.0
Bretagne,C,2.0
Bretagne,C,0.0
Bretagne,C,0.0
Bretagne,C,7.0
Bretagne,C,1.0
Bretagne,C,2.0
Bretagne,C,2.0
Bretagne,C,0.0
Bretagne,C,1.0
Bretagne,C,0.0
Bretagne,C,3.0
Bretagne,C,0.0
Grand Est,C,3.0
Grand Est,C,2.0
Grand Est,C,8.0
Grand Est,C,15.0
Grand Est,C,21.0
Grand Est,C,10.0
Grand Est,C,2.0
Grand Est,C,48.0
Grand Est,C,2.0
Grand Est,C,6.0
Grand Est,C,10.0
Grand Est,C,12.0
Grand Est,C,2.0
Grand Est,C,0.0
Grand Est,C,2.0
Grand Est,C,5.0
Grand Est,C,3.0
Grand Est,C,3.0
Grand Est,C,4.0
Grand Est,C,50.0
Grand Est,C,13.0
Grand Est,C,3.0
Grand Est,C,4.0
Grand Est,C,2.0
Grand Est,C,0.0
Grand Est,C,4.0
Grand Est,C,1.0
Grand Est,C,11.0
Grand Est,C,4.0
Grand Est,C,1.0
Grand Est,C,2.0
Grand Est,C,6.0
Grand Est,C,9.0
Grand Est,C,0.0
Grand Est,C,0.0
Grand Est,C,1.0
Grand Est,C,1.0
Grand Est,C,0.0
Grand Est,C,6.0
Grand Est,C,1.0
Grand Est,C,1.0
Grand Est,C,88.0
Grand Est,C,2.0
Grand Est,C,18.0
Grand Est,C,3.0
Grand Est,C,0.0
Grand Est,C,16.0
Grand Est,C,4.0
Grand Est,C,6.0
Grand Est,C,0.0
Grand Est,C,5.0
Grand Est,C,108.0
Bourgogne-Franche-Comté,C,1.0
Bourgogne-Franche-Comté,C,2.0
Bourgogne-Franche-Comté,C,1.0
Bourgogne-Franche-Comté,C,0.0
Bourgogne-Franche-Comté,C,1.0
Bourgogne-Franche-Comté,C,2.0
Bourgogne-Franche-Comté,C,0.0
Hauts-de-France,C,5.0
Hauts-de-France,C,0.0
Hauts-de-France,C,1.0
Hauts-de-France,C,1.0
Hauts-de-France,C,21.0
Hauts-de-France,C,30.0
Hauts-de-France,C,1.0
Hauts-de-France,C,5.0
Hauts-de-France,C,5.0
Hauts-de-France,C,7.0
Hauts-de-France,C,2.0
Hauts-de-France,C,10.0
Hauts-de-France,C,2.0
Hauts-de-France,C,4.0
Hauts-de-France,C,8.0
Hauts-de-France,C,28.0
Hauts-de-France,C,1.0
Hauts-de-France,C,0.0
Hauts-de-France,C,1.0
Hauts-de-France,C,2.0
Hauts-de-France,C,1.0
Hauts-de-France,C,4.0
Hauts-de-France,C,79.0
Hauts-de-France,C,12.0
Hauts-de-France,C,1.0
Hauts-de-France,C,0.0
Hauts-de-France,C,2.0
Hauts-de-France,C,4.0
Hauts-de-France,C,3.0
Hauts-de-France,C,6.0
Hauts-de-France,C,19.0
Hauts-de-France,C,1.0
Hauts-de-France,C,1.0
Hauts-de-France,C,22.0
Hauts-de-France,C,10.0
Hauts-de-France,C,7.0
Hauts-de-France,C,4.0
Hauts-de-France,C,0.0
Hauts-de-France,C,72.0
Hauts-de-France,C,9.0
Hauts-de-France,C,14.0
Hauts-de-France,C,71.0
Hauts-de-France,C,0.0
Hauts-de-France,C,1.0
Hauts-de-France,C,4.0
Hauts-de-France,C,5.0
Hauts-de-France,C,1.0
Hauts-de-France,C,4.0
Hauts-de-France,C,4.0
Hauts-de-France,C,1.0
Hauts-de-France,C,1.0
Hauts-de-France,C,2.0
Hauts-de-France,C,2.0
Hauts-de-France,C,1.0
Hauts-de-France,C,8.0
Hauts-de-France,C,10.0
Hauts-de-France,C,6.0
Hauts-de-France,C,19.0
Hauts-de-France,C,0.0
Hauts-de-France,C,1.0
Hauts-de-France,C,2.0
Hauts-de-France,C,42.0
Hauts-de-France,C,0.0
Hauts-de-France,C,0.0
Hauts-de-France,C,5.0
Hauts-de-France,C,1.0
Hauts-de-France,C,3.0
Hauts-de-France,C,4.0
Hauts-de-France,C,3.0
Hauts-de-France,C,20.0
Hauts-de-France,C,46.0
Hauts-de-France,C,1.0
Hauts-de-France,C,0.0
Hauts-de-France,C,0.0
Hauts-de-France,C,8.0
Hauts-de-France,C,3.0
Hauts-de-France,C,5.0
Hauts-de-France,C,2.0
Hauts-de-France,C,8.0
Hauts-de-France,C,1.0
Hauts-de-France,C,24.0
Hauts-de-France,C,2.0
Hauts-de-France,C,2.0
Hauts-de-France,C,7.0
Hauts-de-France,C,4.0
Hauts-de-France,C,0.0
Hauts-de-France,C,2.0
Hauts-de-France,C,0.0
Hauts-de-France,C,2.0
Hauts-de-France,C,7.0
Normandie,C,1.0
Normandie,C,1.0
Normandie,C,2.0
Normandie,C,3.0
Normandie,C,2.0
Normandie,C,5.0
Normandie,C,1.0
Normandie,C,1.0
Normandie,C,1.0
Normandie,C,2.0
Hauts-de-France,C,5.0
Hauts-de-France,C,18.0
Hauts-de-France,C,4.0
Hauts-de-France,C,27.0
Hauts-de-France,C,37.0
Hauts-de-France,C,0.0
Hauts-de-France,C,7.0
Hauts-de-France,C,8.0
Hauts-de-France,C,105.0
Hauts-de-France,C,1.0
Hauts-de-France,C,4.0
Hauts-de-France,C,6.0
Hauts-de-France,C,12.0
Hauts-de-France,C,27.0
Hauts-de-France,C,4.0
Hauts-de-France,C,53.0
Hauts-de-France,C,0.0
Hauts-de-France,C,2.0
Hauts-de-France,C,0.0
Hauts-de-France,C,4.0
Hauts-de-France,C,3.0
Hauts-de-France,C,1.0
Hauts-de-France,C,2.0
Hauts-de-France,C,1.0
Hauts-de-France,C,1.0
Hauts-de-France,C,21.0
Hauts-de-France,C,1.0
Hauts-de-France,C,1.0
Hauts-de-France,C,0.0
Hauts-de-France,C,5.0
Hauts-de-France,C,4.0
Hauts-de-France,C,5.0
Hauts-de-France,C,5.0
Hauts-de-France,C,1.0
Hauts-de-France,C,58.0
Hauts-de-France,C,1.0
Hauts-de-France,C,0.0
Hauts-de-France,C,30.0
Hauts-de-France,C,101.0
Hauts-de-France,C,31.0
Hauts-de-France,C,5.0
Hauts-de-France,C,0.0
Hauts-de-France,C,4.0
Hauts-de-France,C,28.0
Hauts-de-France,C,43.0
Hauts-de-France,C,8.0
Hauts-de-France,C,4.0
Hauts-de-France,C,1.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,2.0
Auvergne-Rhône-Alpes,C,30.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,10.0
Auvergne-Rhône-Alpes,C,3.0
Auvergne-Rhône-Alpes,C,12.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,34.0
Auvergne-Rhône-Alpes,C,3.0
Auvergne-Rhône-Alpes,C,28.0
Auvergne-Rhône-Alpes,C,1.0
Auvergne-Rhône-Alpes,C,24.0
Auvergne-Rhône-Alpes,C,13.0
Auvergne-Rhône-Alpes,C,2.0
Auvergne-Rhône-Alpes,C,9.0
Auvergne-Rhône-Alpes,C,10.0
Auvergne-Rhône-Alpes,C,18.0
Auvergne-Rhône-Alpes,C,3.0
Auvergne-Rhône-Alpes,C,5.0
Auvergne-Rhône-Alpes,C,3.0
Auvergne-Rhône-Alpes,C,2.0
Auvergne-Rhône-Alpes,C,10.0
Auvergne-Rhône-Alpes,C,24.0
Auvergne-Rhône-Alpes,C,8.0
Auvergne-Rhône-Alpes,C,8.0
Auvergne-Rhône-Alpes,C,3.0
Auvergne-Rhône-Alpes,C,2.0
Auvergne-Rhône-Alpes,C,2.0
Auvergne-Rhône-Alpes,C,5.0
Auvergne-Rhône-Alpes,C,2.0
Auvergne-Rhône-Alpes,C,2.0
Auvergne-Rhône-Alpes,C,3.0
Auvergne-Rhône-Alpes,C,3.0
Auvergne-Rhône-Alpes,C,1.0
Auvergne-Rhône-Alpes,C,6.0
Nouvelle-Aquitaine,C,60.0
Nouvelle-Aquitaine,C,2.0
Nouvelle-Aquitaine,C,1.0
Nouvelle-Aquitaine,C,10.0
Nouvelle-Aquitaine,C,5.0
Nouvelle-Aquitaine,C,0.0
Nouvelle-Aquitaine,C,12.0
Nouvelle-Aquitaine,C,1.0
Nouvelle-Aquitaine,C,2.0
Nouvelle-Aquitaine,C,1.0
Nouvelle-Aquitaine,C,7.0
Nouvelle-Aquitaine,C,1.0
Nouvelle-Aquitaine,C,1.0
Nouvelle-Aquitaine,C,6.0
Nouvelle-Aquitaine,C,1.0
Nouvelle-Aquitaine,C,2.0
Nouvelle-Aquitaine,C,1.0
Nouvelle-Aquitaine,C,0.0
Nouvelle-Aquitaine,C,3.0
Nouvelle-Aquitaine,C,6.0
Nouvelle-Aquitaine,C,4.0
Nouvelle-Aquitaine,C,1.0
Nouvelle-Aquitaine,C,3.0
Nouvelle-Aquitaine,C,2.0
Nouvelle-Aquitaine,C,6.0
Nouvelle-Aquitaine,C,8.0
Nouvelle-Aquitaine,C,4.0
Nouvelle-Aquitaine,C,1.0
Nouvelle-Aquitaine,C,1.0
Nouvelle-Aquitaine,C,1.0
Nouvelle-Aquitaine,C,1.0
Nouvelle-Aquitaine,C,13.0
Nouvelle-Aquitaine,C,10.0
Nouvelle-Aquitaine,C,8.0
Nouvelle-Aquitaine,C,0.0
Nouvelle-Aquitaine,C,1.0
Nouvelle-Aquitaine,C,10.0
Nouvelle-Aquitaine,C,2.0
Nouvelle-Aquitaine,C,90.0
Nouvelle-Aquitaine,C,1.0
Nouvelle-Aquitaine,C,1.0
Nouvelle-Aquitaine,C,15.0
Nouvelle-Aquitaine,C,1.0
Occitanie,C,4.0
Occitanie,C,4.0
Occitanie,C,28.0
Occitanie,C,13.0
Occitanie,C,2.0
Occitanie,C,1.0
Occitanie,C,20.0
Occitanie,C,6.0
Occitanie,C,1.0
Occitanie,C,1.0
Occitanie,C,54.0
Occitanie,C,2.0
Occitanie,C,1.0
Occitanie,C,1.0
Occitanie,C,1.0
Occitanie,C,1.0
Occitanie,C,1.0
Occitanie,C,26.0
Occitanie,C,11.0
Occitanie,C,1.0
Occitanie,C,1.0
Grand Est,C,3.0
Grand Est,C,8.0
Grand Est,C,8.0
Grand Est,C,6.0
Grand Est,C,22.0
Grand Est,C,3.0
Grand Est,C,1.0
Grand Est,C,10.0
Grand Est,C,1.0
Grand Est,C,1.0
Grand Est,C,1.0
Grand Est,C,5.0
Grand Est,C,4.0
Grand Est,C,1.0
Grand Est,C,1.0
Grand Est,C,36.0
Grand Est,C,28.0
Grand Est,C,3.0
Grand Est,C,6.0
Grand Est,C,105.0
Grand Est,C,1.0
Grand Est,C,3.0
Grand Est,C,4.0
Grand Est,C,4.0
Grand Est,C,7.0
Grand Est,C,1.0
Grand Est,C,1.0
Grand Est,C,11.0
Grand Est,C,13.0
Grand Est,C,0.0
Grand Est,C,1.0
Grand Est,C,0.0
Grand Est,C,1.0
Grand Est,C,16.0
Grand Est,C,1.0
Grand Est,C,57.0
Grand Est,C,1.0
Grand Est,C,26.0
Grand Est,C,260.0
Grand Est,C,4.0
Grand Est,C,10.0
Grand Est,C,24.0
Grand Est,C,1.0
Grand Est,C,0.0
Grand Est,C,6.0
Grand Est,C,2.0
Grand Est,C,12.0
Grand Est,C,31.0
Grand Est,C,9.0
Grand Est,C,4.0
Grand Est,C,24.0
Grand Est,C,6.0
Grand Est,C,0.0
Grand Est,C,1.0
Grand Est,C,0.0
Grand Est,C,31.0
Grand Est,C,6.0
Grand Est,C,0.0
Grand Est,C,0.0
Grand Est,C,0.0
Grand Est,C,5.0
Grand Est,C,1.0
Grand Est,C,0.0
Grand Est,C,0.0
Grand Est,C,1.0
Grand Est,C,0.0
Grand Est,C,43.0
Grand Est,C,15.0
Grand Est,C,18.0
Grand Est,C,5.0
Grand Est,C,16.0
Grand Est,C,13.0
Grand Est,C,17.0
Grand Est,C,13.0
Grand Est,C,0.0
Grand Est,C,0.0
Grand Est,C,2.0
Grand Est,C,20.0
Grand Est,C,5.0
Grand Est,C,0.0
Grand Est,C,1.0
Grand Est,C,22.0
Grand Est,C,22.0
Auvergne-Rhône-Alpes,C,9.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,48.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,21.0
Auvergne-Rhône-Alpes,C,15.0
Auvergne-Rhône-Alpes,C,3.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,9.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,2.0
Auvergne-Rhône-Alpes,C,20.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,6.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,26.0
Auvergne-Rhône-Alpes,C,6.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,7.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,11.0
Auvergne-Rhône-Alpes,C,1.0
Auvergne-Rhône-Alpes,C,8.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,1.0
Auvergne-Rhône-Alpes,C,2.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,2.0
Auvergne-Rhône-Alpes,C,1.0
Auvergne-Rhône-Alpes,C,16.0
Auvergne-Rhône-Alpes,C,1.0
Auvergne-Rhône-Alpes,C,19.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,1.0
Auvergne-Rhône-Alpes,C,36.0
Auvergne-Rhône-Alpes,C,21.0
Auvergne-Rhône-Alpes,C,1.0
Auvergne-Rhône-Alpes,C,1.0
Auvergne-Rhône-Alpes,C,22.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,7.0
Auvergne-Rhône-Alpes,C,12.0
Auvergne-Rhône-Alpes,C,1.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,2.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,1.0
Auvergne-Rhône-Alpes,C,13.0
Auvergne-Rhône-Alpes,C,11.0
Auvergne-Rhône-Alpes,C,77.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,1.0
Auvergne-Rhône-Alpes,C,1.0
Auvergne-Rhône-Alpes,C,55.0
Auvergne-Rhône-Alpes,C,0.0
Bourgogne-Franche-Comté,C,7.0
Bourgogne-Franche-Comté,C,1.0
Bourgogne-Franche-Comté,C,1.0
Bourgogne-Franche-Comté,C,1.0
Bourgogne-Franche-Comté,C,3.0
Bourgogne-Franche-Comté,C,5.0
Bourgogne-Franche-Comté,C,2.0
Bourgogne-Franche-Comté,C,5.0
Bourgogne-Franche-Comté,C,1.0
Bourgogne-Franche-Comté,C,1.0
Bourgogne-Franche-Comté,C,3.0
Bourgogne-Franche-Comté,C,18.0
Bourgogne-Franche-Comté,C,1.0
Bourgogne-Franche-Comté,C,2.0
Bourgogne-Franche-Comté,C,2.0
Bourgogne-Franche-Comté,C,2.0
Bourgogne-Franche-Comté,C,3.0
Bourgogne-Franche-Comté,C,1.0
Bourgogne-Franche-Comté,C,2.0
Bourgogne-Franche-Comté,C,2.0
Bourgogne-Franche-Comté,C,16.0
Bourgogne-Franche-Comté,C,26.0
Bourgogne-Franche-Comté,C,2.0
Bourgogne-Franche-Comté,C,34.0
Bourgogne-Franche-Comté,C,2.0
Bourgogne-Franche-Comté,C,16.0
Bourgogne-Franche-Comté,C,5.0
Bourgogne-Franche-Comté,C,1.0
Bourgogne-Franche-Comté,C,5.0
Bourgogne-Franche-Comté,C,1.0
Bourgogne-Franche-Comté,C,0.0
Bourgogne-Franche-Comté,C,0.0
Bourgogne-Franche-Comté,C,9.0
Bourgogne-Franche-Comté,C,13.0
Bourgogne-Franche-Comté,C,4.0
Bourgogne-Franche-Comté,C,1.0
Bourgogne-Franche-Comté,C,4.0
Bourgogne-Franche-Comté,C,3.0
Bourgogne-Franche-Comté,C,0.0
Bourgogne-Franche-Comté,C,45.0
Bourgogne-Franche-Comté,C,7.0
Bourgogne-Franche-Comté,C,2.0
Bourgogne-Franche-Comté,C,13.0
Bourgogne-Franche-Comté,C,4.0
Bourgogne-Franche-Comté,C,3.0
Bourgogne-Franche-Comté,C,6.0
Bourgogne-Franche-Comté,C,105.0
Bourgogne-Franche-Comté,C,0.0
Bourgogne-Franche-Comté,C,3.0
Bourgogne-Franche-Comté,C,3.0
Bourgogne-Franche-Comté,C,4.0
Bourgogne-Franche-Comté,C,4.0
Bourgogne-Franche-Comté,C,2.0
Bourgogne-Franche-Comté,C,3.0
Bourgogne-Franche-Comté,C,2.0
Bourgogne-Franche-Comté,C,4.0
Bourgogne-Franche-Comté,C,0.0
Bourgogne-Franche-Comté,C,3.0
Bourgogne-Franche-Comté,C,5.0
Bourgogne-Franche-Comté,C,3.0
Bourgogne-Franche-Comté,C,1.0
Pays de la Loire,C,7.0
Pays de la Loire,C,1.0
Pays de la Loire,C,10.0
Pays de la Loire,C,1.0
Pays de la Loire,C,1.0
Pays de la Loire,C,0.0
Pays de la Loire,C,8.0
Pays de la Loire,C,1.0
Pays de la Loire,C,0.0
Pays de la Loire,C,1.0
Pays de la Loire,C,3.0
Pays de la Loire,C,2.0
Pays de la Loire,C,1.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,2.0
Auvergne-Rhône-Alpes,C,1.0
Auvergne-Rhône-Alpes,C,18.0
Auvergne-Rhône-Alpes,C,33.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,1.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,1.0
Auvergne-Rhône-Alpes,C,7.0
Auvergne-Rhône-Alpes,C,38.0
Auvergne-Rhône-Alpes,C,12.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,218.0
Auvergne-Rhône-Alpes,C,4.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,21.0
Auvergne-Rhône-Alpes,C,1.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,7.0
Auvergne-Rhône-Alpes,C,24.0
Auvergne-Rhône-Alpes,C,9.0
Auvergne-Rhône-Alpes,C,10.0
Auvergne-Rhône-Alpes,C,12.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,1.0
Auvergne-Rhône-Alpes,C,7.0
Auvergne-Rhône-Alpes,C,8.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,7.0
Auvergne-Rhône-Alpes,C,1.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,9.0
Auvergne-Rhône-Alpes,C,2.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,7.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,14.0
Auvergne-Rhône-Alpes,C,1.0
Auvergne-Rhône-Alpes,C,5.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,1.0
Auvergne-Rhône-Alpes,C,10.0
Auvergne-Rhône-Alpes,C,1.0
Auvergne-Rhône-Alpes,C,20.0
Auvergne-Rhône-Alpes,C,8.0
Auvergne-Rhône-Alpes,C,46.0
Auvergne-Rhône-Alpes,C,1.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,17.0
Auvergne-Rhône-Alpes,C,3.0
Auvergne-Rhône-Alpes,C,1.0
Auvergne-Rhône-Alpes,C,12.0
Auvergne-Rhône-Alpes,C,14.0
Auvergne-Rhône-Alpes,C,17.0
Auvergne-Rhône-Alpes,C,5.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,27.0
Auvergne-Rhône-Alpes,C,12.0
Auvergne-Rhône-Alpes,C,8.0
Auvergne-Rhône-Alpes,C,14.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,12.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,12.0
Auvergne-Rhône-Alpes,C,0.0
Auvergne-Rhône-Alpes,C,1.0
Île-de-France,C,8.0
Île-de-France,C,23.0
Île-de-France,C,16.0
Île-de-France,C,14.0
Île-de-France,C,10.0
Île-de-France,C,112.0
Île-de-France,C,51.0
Île-de-France,C,28.0
Île-de-France,C,120.0
Île-de-France,C,270.0
Île-de-France,C,186.0
Île-de-France,C,248.0
Île-de-France,C,1269.0
Île-de-France,C,375.0
Île-de-France,C,651.0
Île-de-France,C,121.0
Île-de-France,C,705.0
Île-de-France,C,339.0
Île-de-France,C,936.0
Île-de-France,C,1829.0
Normandie,C,15.0
Normandie,C,0.0
Normandie,C,1.0
Normandie,C,71.0
Normandie,C,3.0
Normandie,C,2.0
Normandie,C,3.0
Normandie,C,0.0
Normandie,C,6.0
Normandie,C,0.0
Normandie,C,12.0
Normandie,C,5.0
Normandie,C,1.0
Normandie,C,0.0
Normandie,C,1.0
Normandie,C,2.0
Normandie,C,0.0
Normandie,C,71.0
Normandie,C,29.0
Normandie,C,52.0
Normandie,C,26.0
Normandie,C,2.0
Normandie,C,5.0
Normandie,C,1.0
Normandie,C,0.0
Normandie,C,1.0
Normandie,C,6.0
Normandie,C,2.0
Normandie,C,1.0
Normandie,C,13.0
Normandie,C,6.0
Normandie,C,1.0
Normandie,C,6.0
Normandie,C,3.0
Île-de-France,C,4.0
Île-de-France,C,1.0
Île-de-France,C,99.0
Île-de-France,C,2.0
Île-de-France,C,15.0
Île-de-France,C,36.0
Île-de-France,C,4.0
Île-de-France,C,109.0
Île-de-France,C,1.0
Île-de-France,C,0.0
Île-de-France,C,2.0
Île-de-France,C,1.0
Île-de-France,C,2.0
Île-de-France,C,1.0
Île-de-France,C,9.0
Île-de-France,C,46.0
Île-de-France,C,15.0
Île-de-France,C,0.0
Île-de-France,C,18.0
Île-de-France,C,16.0
Île-de-France,C,6.0
Île-de-France,C,0.0
Île-de-France,C,43.0
Île-de-France,C,0.0
Île-de-France,C,19.0
Île-de-France,C,1.0
Île-de-France,C,23.0
Île-de-France,C,0.0
Île-de-France,C,18.0
Île-de-France,C,3.0
Île-de-France,C,5.0
Île-de-France,C,0.0
Île-de-France,C,1.0
Île-de-France,C,1.0
Île-de-France,C,1.0
Île-de-France,C,0.0
Île-de-France,C,0.0
Île-de-France,C,3.0
Île-de-France,C,1.0
Île-de-France,C,27.0
Île-de-France,C,2.0
Île-de-France,C,144.0
Île-de-France,C,0.0
Île-de-France,C,0.0
Île-de-France,C,0.0
Île-de-France,C,1.0
Île-de-France,C,0.0
Île-de-France,C,9.0
Île-de-France,C,1.0
Île-de-France,C,0.0
Île-de-France,C,69.0
Île-de-France,C,3.0
Île-de-France,C,8.0
Île-de-France,C,1.0
Île-de-France,C,3.0
Île-de-France,C,10.0
Île-de-France,C,1.0
Île-de-France,C,0.0
Île-de-France,C,1.0
Île-de-France,C,2.0
Île-de-France,C,1.0
Île-de-France,C,4.0
Île-de-France,C,12.0
Île-de-France,C,4.0
Île-de-France,C,0.0
Île-de-France,C,9.0
Île-de-France,C,80.0
Île-de-France,C,1.0
Île-de-France,C,7.0
Île-de-France,C,0.0
Île-de-France,C,0.0
Île-de-France,C,6.0
Île-de-France,C,106.0
Île-de-France,C,49.0
Île-de-France,C,4.0
Île-de-France,C,1.0
Île-de-France,C,10.0
Nouvelle-Aquitaine,C,2.0
Nouvelle-Aquitaine,C,8.0
Nouvelle-Aquitaine,C,2.0
Nouvelle-Aquitaine,C,2.0
Nouvelle-Aquitaine,C,7.0
Nouvelle-Aquitaine,C,2.0
Nouvelle-Aquitaine,C,20.0
Nouvelle-Aquitaine,C,2.0
Nouvelle-Aquitaine,C,1.0
Nouvelle-Aquitaine,C,6.0
Nouvelle-Aquitaine,C,93.0
Nouvelle-Aquitaine,C,5.0
Nouvelle-Aquitaine,C,1.0
Nouvelle-Aquitaine,C,2.0
Nouvelle-Aquitaine,C,1.0
Nouvelle-Aquitaine,C,2.0
Nouvelle-Aquitaine,C,22.0
Nouvelle-Aquitaine,C,1.0
Nouvelle-Aquitaine,C,6.0
Nouvelle-Aquitaine,C,5.0
Nouvelle-Aquitaine,C,9.0
Nouvelle-Aquitaine,C,2.0
Nouvelle-Aquitaine,C,3.0
Nouvelle-Aquitaine,C,1.0
Hauts-de-France,C,1.0
Hauts-de-France,C,1.0
Hauts-de-France,C,69.0
Hauts-de-France,C,15.0
Hauts-de-France,C,3.0
Hauts-de-France,C,1.0
Hauts-de-France,C,17.0
Hauts-de-France,C,1.0
Hauts-de-France,C,2.0
Hauts-de-France,C,4.0
Hauts-de-France,C,8.0
Hauts-de-France,C,0.0
Hauts-de-France,C,3.0
Hauts-de-France,C,4.0
Hauts-de-France,C,10.0
Hauts-de-France,C,1.0
Hauts-de-France,C,18.0
Hauts-de-France,C,0.0
Hauts-de-France,C,1.0
Hauts-de-France,C,11.0
Hauts-de-France,C,10.0
Occitanie,C,56.0
Occitanie,C,8.0
Occitanie,C,3.0
Occitanie,C,1.0
Occitanie,C,7.0
Occitanie,C,1.0
Occitanie,C,3.0
Occitanie,C,5.0
Occitanie,C,10.0
Occitanie,C,6.0
Occitanie,C,1.0
Occitanie,C,1.0
Occitanie,C,2.0
Occitanie,C,6.0
Occitanie,C,1.0
Occitanie,C,6.0
Occitanie,C,5.0
Occitanie,C,3.0
Occitanie,C,4.0
Occitanie,C,3.0
Occitanie,C,2.0
Occitanie,C,4.0
