libelle_region,Classe_DPE,Nombre_logements
Hauts-de-France,E,1.0
Hauts-de-France,E,3.0
Hauts-de-France,E,1.0
Hauts-de-France,E,1.0
Hauts-de-France,E,5.0
Hauts-de-France,E,2.0
Hauts-de-France,E,1.0
Hauts-de-France,E,2.0
Hauts-de-France,E,7.0
Hauts-de-France,E,4.0
Hauts-de-France,E,1.0
Hauts-de-France,E,3.0
Hauts-de-France,E,28.0
Hauts-de-France,E,83.0
Hauts-de-France,E,1.0
Hauts-de-France,E,1.0
Hauts-de-France,E,5.0
Hauts-de-France,E,4.0
Hauts-de-France,E,4.0
Hauts-de-France,E,2.0
Hauts-de-France,E,1.0
Hauts-de-France,E,1.0
Hauts-de-France,E,1.0
Hauts-de-France,E,10.0
Hauts-de-France,E,2.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,4.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,3.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,2.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,20.0
Auvergne-Rhône-Alpes,E,4.0
Auvergne-Rhône-Alpes,E,12.0
Auvergne-Rhône-Alpes,E,0.0
Auvergne-Rhône-Alpes,E,5.0
Auvergne-Rhône-Alpes,E,3.0
Auvergne-Rhône-Alpes,E,0.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,2.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,0.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,3.0
Auvergne-Rhône-Alpes,E,2.0
Auvergne-Rhône-Alpes,E,3.0
Auvergne-Rhône-Alpes,E,3.0
Auvergne-Rhône-Alpes,E,2.0
Auvergne-Rhône-Alpes,E,2.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,17.0
Auvergne-Rhône-Alpes,E,8.0
Auvergne-Rhône-Alpes,E,5.0
Auvergne-Rhône-Alpes,E,0.0
Auvergne-Rhône-Alpes,E,2.0
Provence-Alpes-Côte d'Azur,E,52.0
Provence-Alpes-Côte d'Azur,E,2.0
Provence-Alpes-Côte d'Azur,E,2.0
Provence-Alpes-Côte d'Azur,E,0.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,4.0
Provence-Alpes-Côte d'Azur,E,0.0
Provence-Alpes-Côte d'Azur,E,5.0
Provence-Alpes-Côte d'Azur,E,0.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,2.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,4.0
Provence-Alpes-Côte d'Azur,E,2.0
Provence-Alpes-Côte d'Azur,E,7.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,2.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,8.0
Provence-Alpes-Côte d'Azur,E,3.0
Provence-Alpes-Côte d'Azur,E,0.0
Provence-Alpes-Côte d'Azur,E,2.0
Provence-Alpes-Côte d'Azur,E,45.0
Provence-Alpes-Côte d'Azur,E,4.0
Provence-Alpes-Côte d'Azur,E,55.0
Provence-Alpes-Côte d'Azur,E,6.0
Provence-Alpes-Côte d'Azur,E,152.0
Provence-Alpes-Côte d'Azur,E,3.0
Provence-Alpes-Côte d'Azur,E,2.0
Provence-Alpes-Côte d'Azur,E,2.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,14.0
Provence-Alpes-Côte d'Azur,E,2.0
Provence-Alpes-Côte d'Azur,E,3.0
Provence-Alpes-Côte d'Azur,E,4.0
Provence-Alpes-Côte d'Azur,E,3.0
Provence-Alpes-Côte d'Azur,E,6.0
Provence-Alpes-Côte d'Azur,E,6.0
Provence-Alpes-Côte d'Azur,E,3.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,12.0
Provence-Alpes-Côte d'Azur,E,2.0
Provence-Alpes-Côte d'Azur,E,6.0
Provence-Alpes-Côte d'Azur,E,4.0
Provence-Alpes-Côte d'Azur,E,3.0
Provence-Alpes-Côte d'Azur,E,2.0
Provence-Alpes-Côte d'Azur,E,0.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,0.0
Provence-Alpes-Côte d'Azur,E,8.0
Provence-Alpes-Côte d'Azur,E,9.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,5.0
Provence-Alpes-Côte d'Azur,E,6.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,2.0
Provence-Alpes-Côte d'Azur,E,2.0
Provence-Alpes-Côte d'Azur,E,3.0
Provence-Alpes-Côte d'Azur,E,0.0
Provence-Alpes-Côte d'Azur,E,0.0
Provence-Alpes-Côte d'Azur,E,18.0
Provence-Alpes-Côte d'Azur,E,2.0
Provence-Alpes-Côte d'Azur,E,2.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,0.0
Provence-Alpes-Côte d'Azur,E,3.0
Provence-Alpes-Côte d'Azur,E,14.0
Provence-Alpes-Côte d'Azur,E,9.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,2.0
Provence-Alpes-Côte d'Azur,E,0.0
Provence-Alpes-Côte d'Azur,E,7.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,4.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,0.0
Provence-Alpes-Côte d'Azur,E,0.0
Provence-Alpes-Côte d'Azur,E,5.0
Provence-Alpes-Côte d'Azur,E,5.0
Provence-Alpes-Côte d'Azur,E,0.0
Provence-Alpes-Côte d'Azur,E,8.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,5.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,2.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,9.0
Auvergne-Rhône-Alpes,E,3.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,2.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,6.0
Auvergne-Rhône-Alpes,E,3.0
Auvergne-Rhône-Alpes,E,3.0
Auvergne-Rhône-Alpes,E,4.0
Auvergne-Rhône-Alpes,E,3.0
Auvergne-Rhône-Alpes,E,7.0
Auvergne-Rhône-Alpes,E,8.0
Auvergne-Rhône-Alpes,E,0.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,2.0
Auvergne-Rhône-Alpes,E,3.0
Auvergne-Rhône-Alpes,E,12.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,0.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,6.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,7.0
Auvergne-Rhône-Alpes,E,10.0
Grand Est,E,1.0
Grand Est,E,1.0
Grand Est,E,3.0
Grand Est,E,1.0
Grand Est,E,1.0
Grand Est,E,1.0
Grand Est,E,1.0
Grand Est,E,3.0
Grand Est,E,23.0
Grand Est,E,2.0
Grand Est,E,3.0
Grand Est,E,2.0
Grand Est,E,3.0
Grand Est,E,1.0
Grand Est,E,1.0
Grand Est,E,2.0
Grand Est,E,13.0
Grand Est,E,7.0
Grand Est,E,2.0
Grand Est,E,25.0
Grand Est,E,2.0
Grand Est,E,1.0
Grand Est,E,1.0
Grand Est,E,17.0
Grand Est,E,1.0
Grand Est,E,4.0
Occitanie,E,3.0
Occitanie,E,2.0
Occitanie,E,2.0
Occitanie,E,7.0
Occitanie,E,2.0
Occitanie,E,0.0
Occitanie,E,9.0
Occitanie,E,0.0
Occitanie,E,1.0
Occitanie,E,1.0
Occitanie,E,0.0
Occitanie,E,1.0
Occitanie,E,1.0
Grand Est,E,16.0
Grand Est,E,0.0
Grand Est,E,2.0
Grand Est,E,2.0
Grand Est,E,1.0
Grand Est,E,1.0
Grand Est,E,1.0
Grand Est,E,11.0
Grand Est,E,1.0
Grand Est,E,2.0
Grand Est,E,13.0
Grand Est,E,1.0
Grand Est,E,2.0
Grand Est,E,10.0
Grand Est,E,1.0
Grand Est,E,1.0
Grand Est,E,1.0
Grand Est,E,4.0
Grand Est,E,3.0
Grand Est,E,1.0
Grand Est,E,1.0
Grand Est,E,1.0
Grand Est,E,4.0
Grand Est,E,1.0
Grand Est,E,1.0
Grand Est,E,1.0
Grand Est,E,40.0
Grand Est,E,1.0
Grand Est,E,1.0
Occitanie,E,1.0
Occitanie,E,3.0
Occitanie,E,0.0
Occitanie,E,1.0
Occitanie,E,1.0
Occitanie,E,1.0
Occitanie,E,1.0
Occitanie,E,14.0
Occitanie,E,0.0
Occitanie,E,1.0
Occitanie,E,1.0
Occitanie,E,2.0
Occitanie,E,4.0
Occitanie,E,12.0
Occitanie,E,1.0
Occitanie,E,2.0
Occitanie,E,0.0
Occitanie,E,1.0
Occitanie,E,1.0
Occitanie,E,5.0
Occitanie,E,1.0
Occitanie,E,1.0
Occitanie,E,2.0
Occitanie,E,1.0
Occitanie,E,1.0
Occitanie,E,1.0
Occitanie,E,1.0
Occitanie,E,2.0
Occitanie,E,2.0
Occitanie,E,4.0
Occitanie,E,1.0
Occitanie,E,1.0
Occitanie,E,1.0
Occitanie,E,8.0
Occitanie,E,4.0
Occitanie,E,5.0
Occitanie,E,2.0
Occitanie,E,1.0
Occitanie,E,4.0
Occitanie,E,9.0
Occitanie,E,1.0
Occitanie,E,2.0
Occitanie,E,1.0
Occitanie,E,4.0
Occitanie,E,5.0
Occitanie,E,7.0
Occitanie,E,3.0
Occitanie,E,4.0
Occitanie,E,1.0
Occitanie,E,1.0
Occitanie,E,14.0
Occitanie,E,1.0
Occitanie,E,6.0
Occitanie,E,6.0
Occitanie,E,4.0
Occitanie,E,12.0
Occitanie,E,1.0
Occitanie,E,3.0
Occitanie,E,1.0
Provence-Alpes-Côte d'Azur,E,7.0
Provence-Alpes-Côte d'Azur,E,2.0
Provence-Alpes-Côte d'Azur,E,7.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,4.0
Provence-Alpes-Côte d'Azur,E,2.0
Provence-Alpes-Côte d'Azur,E,10.0
Provence-Alpes-Côte d'Azur,E,56.0
Provence-Alpes-Côte d'Azur,E,3.0
Provence-Alpes-Côte d'Azur,E,5.0
Provence-Alpes-Côte d'Azur,E,7.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,0.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,0.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,3.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,0.0
Provence-Alpes-Côte d'Azur,E,2.0
Provence-Alpes-Côte d'Azur,E,0.0
Provence-Alpes-Côte d'Azur,E,0.0
Provence-Alpes-Côte d'Azur,E,22.0
Provence-Alpes-Côte d'Azur,E,9.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,4.0
Provence-Alpes-Côte d'Azur,E,4.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,13.0
Provence-Alpes-Côte d'Azur,E,5.0
Provence-Alpes-Côte d'Azur,E,3.0
Provence-Alpes-Côte d'Azur,E,0.0
Provence-Alpes-Côte d'Azur,E,0.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,0.0
Provence-Alpes-Côte d'Azur,E,20.0
Provence-Alpes-Côte d'Azur,E,14.0
Provence-Alpes-Côte d'Azur,E,3.0
Provence-Alpes-Côte d'Azur,E,1.0
Provence-Alpes-Côte d'Azur,E,4.0
Provence-Alpes-Côte d'Azur,E,0.0
Normandie,E,10.0
Normandie,E,1.0
Normandie,E,1.0
Normandie,E,3.0
Normandie,E,1.0
Normandie,E,1.0
Normandie,E,0.0
Normandie,E,26.0
Normandie,E,2.0
Normandie,E,3.0
Normandie,E,4.0
Normandie,E,1.0
Normandie,E,1.0
Normandie,E,2.0
Normandie,E,2.0
Normandie,E,2.0
Normandie,E,1.0
Normandie,E,6.0
Normandie,E,1.0
Normandie,E,2.0
Normandie,E,6.0
Normandie,E,0.0
Normandie,E,2.0
Normandie,E,2.0
Normandie,E,3.0
Normandie,E,4.0
Normandie,E,3.0
Normandie,E,2.0
Normandie,E,1.0
Normandie,E,2.0
Normandie,E,7.0
Normandie,E,2.0
Normandie,E,25.0
Normandie,E,1.0
Normandie,E,1.0
Normandie,E,1.0
Normandie,E,8.0
Normandie,E,1.0
Normandie,E,2.0
Normandie,E,2.0
Normandie,E,6.0
Normandie,E,21.0
Normandie,E,4.0
Normandie,E,1.0
Normandie,E,1.0
Normandie,E,1.0
Normandie,E,1.0
Normandie,E,23.0
Normandie,E,1.0
Normandie,E,1.0
Normandie,E,3.0
Normandie,E,8.0
Normandie,E,1.0
Normandie,E,2.0
Normandie,E,14.0
Normandie,E,2.0
Normandie,E,2.0
Normandie,E,1.0
Normandie,E,21.0
Normandie,E,12.0
Normandie,E,3.0
Auvergne-Rhône-Alpes,E,2.0
Auvergne-Rhône-Alpes,E,65.0
Auvergne-Rhône-Alpes,E,2.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,2.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,2.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,2.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,2.0
Auvergne-Rhône-Alpes,E,10.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,5.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,4.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,3.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,2.0
Auvergne-Rhône-Alpes,E,2.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,5.0
Auvergne-Rhône-Alpes,E,2.0
Auvergne-Rhône-Alpes,E,21.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,5.0
Auvergne-Rhône-Alpes,E,4.0
Auvergne-Rhône-Alpes,E,4.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,2.0
Auvergne-Rhône-Alpes,E,4.0
Auvergne-Rhône-Alpes,E,7.0
Auvergne-Rhône-Alpes,E,1.0
Auvergne-Rhône-Alpes,E,4.0
Auvergne-Rhône-Alpes,E,2.0
Auvergne-Rhône-Alpes,E,24.0
Auvergne-Rhône-Alpes,E,5.0
Auvergne-Rhône-Alpes,E,2.0
Auvergne-Rhône-Alpes,E,2.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,3.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,19.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,3.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,5.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,6.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,3.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,3.0
Nouvelle-Aquitaine,E,3.0
Nouvelle-Aquitaine,E,59.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,4.0
Nouvelle-Aquitaine,E,6.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,5.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,6.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,0.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,4.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,6.0
Nouvelle-Aquitaine,E,9.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,3.0
Nouvelle-Aquitaine,E,7.0
Nouvelle-Aquitaine,E,0.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,4.0
Nouvelle-Aquitaine,E,4.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,4.0
Nouvelle-Aquitaine,E,16.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,4.0
Nouvelle-Aquitaine,E,8.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,5.0
Nouvelle-Aquitaine,E,7.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,3.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,24.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,20.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,4.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,3.0
Nouvelle-Aquitaine,E,3.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,0.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,3.0
Nouvelle-Aquitaine,E,4.0
Nouvelle-Aquitaine,E,10.0
Nouvelle-Aquitaine,E,0.0
Nouvelle-Aquitaine,E,3.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,4.0
Nouvelle-Aquitaine,E,4.0
Nouvelle-Aquitaine,E,4.0
Nouvelle-Aquitaine,E,8.0
Nouvelle-Aquitaine,E,10.0
Nouvelle-Aquitaine,E,3.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,3.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,1.0
Centre-Val de Loire,E,1.0
Centre-Val de Loire,E,12.0
Centre-Val de Loire,E,2.0
Centre-Val de Loire,E,2.0
Centre-Val de Loire,E,2.0
Centre-Val de Loire,E,1.0
Centre-Val de Loire,E,1.0
Centre-Val de Loire,E,5.0
Centre-Val de Loire,E,2.0
Centre-Val de Loire,E,1.0
Centre-Val de Loire,E,12.0
Centre-Val de Loire,E,5.0
Centre-Val de Loire,E,11.0
Centre-Val de Loire,E,1.0
Centre-Val de Loire,E,1.0
Centre-Val de Loire,E,1.0
Centre-Val de Loire,E,3.0
Centre-Val de Loire,E,2.0
Centre-Val de Loire,E,2.0
Centre-Val de Loire,E,4.0
Centre-Val de Loire,E,1.0
Centre-Val de Loire,E,2.0
Centre-Val de Loire,E,4.0
Centre-Val de Loire,E,0.0
Centre-Val de Loire,E,1.0
Centre-Val de Loire,E,1.0
Centre-Val de Loire,E,2.0
Centre-Val de Loire,E,6.0
Centre-Val de Loire,E,2.0
Nouvelle-Aquitaine,E,3.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,0.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,0.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,3.0
Nouvelle-Aquitaine,E,6.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,4.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,3.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,3.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,4.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,3.0
Nouvelle-Aquitaine,E,4.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,4.0
Nouvelle-Aquitaine,E,3.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,1.0
Nouvelle-Aquitaine,E,2.0
Nouvelle-Aquitaine,E,0.0
Nouvelle-Aquitaine,E,6.0
Nouvelle-Aquitaine,E,9.0
Nouvelle-Aquitaine,E,0.0
Bourgogne-Franche-Comté,E,2.0
Bourgogne-Franche-Comté,E,2.0
Bourgogne-Franche-Comté,E,1.0
Bourgogne-Franche-Comté,E,0.0
Bourgogne-Franche-Comté,E,2.0
Bourgogne-Franche-Comté,E,9.0
Bourgogne-Franche-Comté,E,1.0
Bourgogne-Franche-Comté,E,1.0
Bourgogne-Franche-Comté,E,3.0
Bourgogne-Franche-Comté,E,3.0
Bourgogne-Franche-Comté,E,1.0
Bourgogne-Franche-Comté,E,7.0
Bourgogne-Franche-Comté,E,4.0
Bourgogne-Franche-Comté,E,2.0
Bourgogne-Franche-Comté,E,8.0
Bourgogne-Franche-Comté,E,3.0
Bourgogne-Franche-Comté,E,4.0
Bourgogne-Franche-Comté,E,2.0
Bourgogne-Franche-Comté,E,2.0
Bourgogne-Franche-Comté,E,1.0
Bourgogne-Franche-Comté,E,0.0
Bourgogne-Franche-Comté,E,2.0
Bourgogne-Franche-Comté,E,1.0
Bourgogne-Franche-Comté,E,1.0
Bourgogne-Franche-Comté,E,2.0
Bourgogne-Franche-Comté,E,1.0
Bourgogne-Franche-Comté,E,4.0
Bourgogne-Franche-Comté,E,1.0
Bourgogne-Franche-Comté,E,1.0
Bourgogne-Franche-Comté,E,5.0
Bourgogne-Franche-Comté,E,1.0
Bourgogne-Franche-Comté,E,0.0
Bourgogne-Franche-Comté,E,2.0
Bourgogne-Franche-Comté,E,2.0
Bourgogne-Franche-Comté,E,2.0
Bourgogne-Franche-Comté,E,1.0
Bourgogne-Franche-Comté,E,3.0
Bourgogne-Franche-Comté,E,4.0
Bourgogne-Franche-Comté,E,1.0
Bourgogne-Franche-Comté,E,6.0
Bourgogne-Franche-Comté,E,1.0
Bourgogne-Franche-Comté,E,1.0
Bourgogne-Franche-Comté,E,3.0
Bourgogne-Franche-Comté,E,5.0
Bourgogne-Franche-Comté,E,9.0
Bourgogne-Franche-Comté,E,12.0
Bourgogne-Franche-Comté,E,2.0
Bourgogne-Franche-Comté,E,1.0
Bourgogne-Franche-Comté,E,7.0
Bourgogne-Franche-Comté,E,1.0
Bourgogne-Franche-Comté,E,17.0
Bourgogne-Franche-Comté,E,3.0
Bourgogne-Franche-Comté,E,5.0
Bourgogne-Franche-Comté,E,2.0
Bourgogne-Franche-Comté,E,5.0
Bourgogne-Franche-Comté,E,6.0
Bourgogne-Franche-Comté,E,4.0
Bourgogne-Franche-Comté,E,1.0
Bourgogne-Franche-Comté,E,4.0
Bourgogne-Franche-Comté,E,2.0
Bourgogne-Franche-Comté,E,6.0
Bourgogne-Franche-Comté,E,2.0
Bourgogne-Franche-Comté,E,6.0
Bourgogne-Franche-Comté,E,1.0
Bourgogne-Franche-Comté,E,3.0
Bourgogne-Franche-Comté,E,1.0
Bourgogne-Franche-Comté,E,5.0
Bourgogne-Franche-Comté,E,2.0
Bourgogne-Franche-Comté,E,2.0
Bourgogne-Franche-Comté,E,11.0
Bourgogne-Franche-Comté,E,3.0
Bourgogne-Franche-Comté,E,1.0
Bourgogne-Franche-Comté,E,1.0
Bourgogne-Franche-Comté,E,3.0
Bourgogne-Franche-Comté,E,1.0
Bourgogne-Franche-Comté,E,3.0
Bourgogne-Franche-Comté,E,2.0
Bourgogne-Franche-Comté,E,1.0
Bourgogne-Franche-Comté,E,2.0
Bourgogne-Franche-Comté,E,2.0
Bretagne,E,4.0
Bretagne,E,9.0
Bretagne,E,2.0
Bretagne,E,1.0
Bretagne,E,1.0
Bretagne,E,3.0
Bretagne,E,4.0
Bretagne,E,4.0
Bretagne,E,4.0
Bretagne,E,1.0
Bretagne,E,4.0
Bretagne,E,2.0
Bretagne,E,4.0
Bretagne,E,9.0
Bretagne,E,4.0
Bretagne,E,18.0
Bretagne,E,3.0
Bretagne,E,6.0
Bretagne,E,4.0
Bretagne,E,1.0
Bretagne,E,6.0
Bretagne,E,0.0
Bretagne,E,0.0
Bretagne,E,8.0
Bretagne,E,10.0
Bretagne,E,7.0
Bretagne,E,2.0
Bretagne,E,7.0
Bretagne,E,1.0
Bretagne,E,2.0
Bretagne,E,4.0
Bretagne,E,2.0
Bretagne,E,6.0
Bretagne,E,6.0
Bretagne,E,2.0
Bretagne,E,6.0
Bretagne,E,3.0
Bretagne,E,2.0
Bretagne,E,1.0
Bretagne,E,0.0
Bretagne,E,1.0
Bretagne,E,4.0
Bretagne,E,3.0
Bretagne,E,5.0
Bretagne,E,5.0
Bretagne,E,2.0
Bretagne,E,9.0
Bretagne,E,1.0
Bretagne,E,5.0
Bretagne,E,3.0
Nouvelle-Aquitaine,E,12.0
Nouvelle-Aquitaine,E,3.0
Nouvelle-Aquitaine,E,5.0
Nouvelle-Aquitaine,E,6.0
Nouvelle-Aquitaine,E,3.0
Nouvelle-Aquitaine,E,4.0
